0,Rank,Song,Artist,Year
3157,57,woo hah got you all in check,busta rhymes,1996
3158,58,tell me,groove theory,1996
3159,59,elevators me  you,outkast,1996
3160,60,hook,blues traveler,1996
3161,61,doin it,ll cool j,1996
3162,62,fastlove,george michael,1996
3163,63,touch me tease me,case featuring foxy brown,1996
3164,64,tonites tha night ,kris kross,1996
3165,65,children,robert miles,1996
3166,66,theme from mission impossible,adam clayton and larry mullen,1996
3167,67,closer to free,bodeans,1996
3168,68,just a girl,no doubt,1996
3169,69,if your girl only knew,aaliyah,1996
3170,70,lady,dangelo,1996
3171,71,key west intermezzo i saw you first,john mellencamp,1996
3172,72,pony,ginuwine,1996
3173,73,nobody,keith sweat featuring athena cage,1996
3174,74,old man and me when i get to heaven,hootie  the blowfish,1996
3175,75,if it makes you happy,sheryl crow,1996
3176,76,as i lay me down,sophie b hawkins,1996
3177,77,keep on keepin on,mc lyte featuring xscape,1996
3178,78,jealousy,natalie merchant,1996
3179,79,i want to come over,melissa etheridge,1996
3180,80,who do u love,deborah cox,1996
3181,81,unbreak my heart,toni braxton,1996
3182,82,this is your night,amber,1996
3183,83,you remind me of something,r kelly,1996
3184,84,runaway,janet jackson,1996
3185,85,set u free,planet soul,1996
3186,86,hit me off,new edition,1996
3187,87,no one else,total,1996
3188,88,my boo,ghost town djs,1996
3189,89,get money,junior mafia featuring the notorious big,1996
3190,90,that girl,maxi priest featuring shaggy,1996
3191,91,po pimp,do or die featuring twista,1996
3192,92,until it sleeps,metallica,1996
3193,93,hay,crucial conflict,1996
3194,94,beautiful life,ace of base,1996
3195,95,back for good,take that,1996
3196,96,i got id,pearl jam,1996
3197,97,soon as i get home,faith evans,1996
3198,98,macarena,los del r'io,1996
3199,99,only wanna be with you,hootie  the blowfish,1996
3200,100,dont cry,seal,1996
3201,1,something about the way you look tonight  candle in the wind 1997,elton john,1997
3202,2,foolish games  you were meant for me,jewel,1997
3203,3,ill be missing you,puff daddy featuring faith evans and 112,1997
3204,4,unbreak my heart,toni braxton,1997
3205,5,cant nobody hold me down,puff daddy featuring mase,1997
3206,6,i believe i can fly,r kelly,1997
3207,7,dont let go love,en vogue,1997
3208,8,return of the mack,mark morrison,1997
3209,9,how do i live,leann rimes,1997
3210,10,wannabe,spice girls,1997
3211,11,quit playing games with my heart,backstreet boys,1997
3212,12,mmmbop,hanson,1997
3213,13,for you i will,monica,1997
3214,14,you make me wanna,usher,1997
3215,15,bitch,meredith brooks,1997
3216,16,nobody,keith sweat,1997
3217,17,semicharmed life,third eye blind,1997
3218,18,barely breathing,duncan sheik,1997
3219,19,hard to say im sorry,az yet featuring peter cetera,1997
3220,20,mo money mo problems,the notorious big featuring puff daddy and mase,1997
3221,21,the freshmen,the verve pipe,1997
3222,22,i want you,savage garden,1997
3223,23,no diggity,blackstreet featuring dr dre,1997
3224,24,i belong to you every time i see your face,rome,1997
3225,25,hypnotize,the notorious big,1997
3226,26,every time i close my eyes,babyface,1997
3227,27,in my bed,dru hill,1997
3228,28,say youll be there,spice girls,1997
3229,29,do you know what it takes,robyn,1997
3230,30,4 seasons of loneliness,boyz ii men,1997
3231,31,ghettout,changing faces,1997
3232,32,honey,mariah carey,1997
3233,33,i believe in you and me,whitney houston,1997
3234,34,da dip,freak nasty,1997
3235,35,2 become 1,spice girls,1997
3236,36,all for you,sister hazel,1997
3237,37,cupid,112,1997
3238,38,where have all the cowboys gone,paula cole,1997
3239,39,sunny came home,shawn colvin,1997
3240,40,its your love,tim mcgraw and faith hill,1997
3241,41,ooh aah just a little bit,gina g,1997
3242,42,mouth,merril bainbridge,1997
3243,43,all cried out,allure featuring 112,1997
3244,44,im still in love with you,new edition,1997
3245,45,invisible man,98 degrees,1997
3246,46,not tonight,lil kim featuring da brat left eye missy elliott and angie martinez,1997
3247,47,look into my eyes,bone thugsnharmony,1997
3248,48,get it together,702,1997
3249,49,all by myself,celine dion,1997
3250,50,its all coming back to me now,celine dion,1997
3251,51,my love is the shhh,somethin for the people featuring trina  tamara,1997
3252,52,where do you go,no mercy,1997
3253,53,i finally found someone,barbra streisand and bryan adams,1997
3254,54,ill be,foxy brown featuring jayz,1997
3255,55,if it makes you happy,sheryl crow,1997
3256,56,never make a promise,dru hill,1997
3257,57,when you love a woman,journey,1997
3258,58,up jumps da boogie,timbaland  magoo featuring missy elliott and aaliyah,1997
3259,59,i dont want to  i love me some him,toni braxton,1997
3260,60,everyday is a winding road,sheryl crow,1997
3261,61,cold rock a party,mc lyte,1997
3262,62,pony,ginuwine,1997
3263,63,building a mystery,sarah mclachlan,1997
3264,64,i love you always forever,donna lewis,1997
3265,65,your woman,white town,1997
3266,66,c u when u get there,coolio featuring 40 thevz,1997
3267,67,change the world,eric clapton,1997
3268,68,my baby daddy,brock and the bizz,1997
3269,69,tubthumping,chumbawamba,1997
3270,70,gotham city,r kelly,1997
3271,71,last night,az yet,1997
3272,72,the jock jam,various artists,1997
3273,73,big daddy,heavy d,1997
3274,74,what about us,total,1997
3275,75,smile,scarface featuring 2pac and johnny p,1997
3276,76,whats on tonight,montell jordan,1997
3277,77,secret garden,bruce springsteen,1997
3278,78,the one i gave my heart to,aaliyah,1997
3279,79,fly like an eagle,seal,1997
3280,80,no time,lil kim featuring puff daddy,1997
3281,81,naked eye,luscious jackson,1997
3282,82,macarena bayside boys mix,los del r'io,1997
3283,83,on  on,erykah badu,1997
3284,84,dont wanna be a player,joe,1997
3285,85,i shot the sheriff,warren g,1997
3286,86,you should be mine dont waste your time,brian mcknight featuring mase,1997
3287,87,dont cry for me argentina,madonna,1997
3288,88,someone,swv and puff daddy,1997
3289,89,go the distance,michael bolton,1997
3290,90,one more time,real mccoy,1997
3291,91,butta love,next,1997
3292,92,coco jambo,mr president,1997
3293,93,twisted,keith sweat,1997
3294,94,barbie girl,aqua,1997
3295,95,when youre gone  free to decide,the cranberries,1997
3296,96,let me clear my throat,dj kool,1997
3297,97,i like it,the blackout allstars,1997
3298,98,youre makin me high  let it flow,toni braxton,1997
3299,99,you must love me,madonna,1997
3300,100,let it go,ray j,1997
3301,1,too close,next,1998
3302,2,the boy is mine,brandy and monica,1998
3303,3,youre still the one,shania twain,1998
3304,4,truly madly deeply,savage garden,1998
3305,5,how do i live,leann rimes,1998
3306,6,together again,janet,1998
3307,7,all my life,kci  jojo,1998
3308,8,candle in the wind 1997,elton john,1998
3309,9,nice  slow,usher,1998
3310,10,i dont want to wait,paula cole,1998
3311,11,hows it going to be,third eye blind,1998
3312,12,no no no,destinys child,1998
3313,13,my heart will go on,celine dion,1998
3314,14,gettin jiggy wit it,will smith,1998
3315,15,you make me wanna,usher,1998
3316,16,my way,usher,1998
3317,17,my all,mariah carey,1998
3318,18,the first night,monica,1998
3319,19,been around the world,puff daddy featuring the notorious big and mase,1998
3320,20,adia,sarah mclachlan,1998
3321,21,crush,jennifer paige,1998
3322,22,everybody backstreets back,backstreet boys,1998
3323,23,i dont want to miss a thing,aerosmith,1998
3324,24,body bumpin yippieyiyo,public announcement,1998
3325,25,this kiss,faith hill,1998
3326,26,i dont ever want to see you again,uncle sam,1998
3327,27,lets ride,montell jordan featuring master p and silkk the shocker,1998
3328,28,sex and candy,marcy playground,1998
3329,29,show me love,robyn,1998
3330,30,a song for mama,boyz ii men,1998
3331,31,what you want,mase featuring total,1998
3332,32,frozen,madonna,1998
3333,33,gone till november,wyclef jean,1998
3334,34,my body,lsg,1998
3335,35,tubthumping,chumbawamba,1998
3336,36,deja vu uptown baby,lord tariq and peter gunz,1998
3337,37,i want you back,n sync,1998
3338,38,when the lights go out,five,1998
3339,39,they dont know,jon b,1998
3340,40,make em say uhh,master p featuring fiend silkk the shocker mia x and mystikal,1998
3341,41,make it hot,nicole featuring missy elliott and mocha,1998
3342,42,never ever,all saints,1998
3343,43,i get lonely,janet jackson featuring blackstreet,1998
3344,44,feel so good,mase featuring kelly price,1998
3345,45,say it,voices of theory,1998
3346,46,kiss the rain,billie myers,1998
3347,47,come with me,puff daddy featuring jimmy page,1998
3348,48,romeo and juliet,sylke fyne featuring chill,1998
3349,49,its all about me,m'ya and sisqo,1998
3350,50,i will come to you,hanson,1998
3351,51,one week,barenaked ladies,1998
3352,52,swing my way,k p  envyi,1998
3353,53,the arms of the one who loves you,xscape,1998
3354,54,my love is the shhh,somethin for the people featuring trina  tamara,1998
3355,55,daydreamin,tatyana ali,1998
3356,56,were not making love no more,dru hill,1998
3357,57,semicharmed life,third eye blind,1998
3358,58,i do,lisa loeb,1998
3359,59,lookin at me,mase featuring puff daddy,1998
3360,60,looking through your eyes,leann rimes,1998
3361,61,lately,divine,1998
3362,62,quit playing games with my heart,backstreet boys,1998
3363,63,i still love you,next,1998
3364,64,time after time,inoj,1998
3365,65,are you jimmy ray,jimmy ray,1998
3366,66,cruel summer,ace of base,1998
3367,67,i got the hook up,master p featuring sons of funk,1998
3368,68,victory,puff daddy featuring the notorious big and busta rhymes,1998
3369,69,too much,spice girls,1998
3370,70,ghetto supastar that is what you are,pras michel featuring ol dirty bastard and m'ya,1998
3371,71,how deep is your love,dru hill featuring redman,1998
3372,72,friend of mine,kelly price featuring r kelly and ron isley,1998
3373,73,turn it up remixfire it up,busta rhymes,1998
3374,74,ill be,edwin mccain,1998
3375,75,ray of light,madonna,1998
3376,76,all for you,sister hazel,1998
3377,77,touch it,monifah,1998
3378,78,money power  respect,the lox featuring dmx and lil kim,1998
3379,79,bitter sweet symphony,the verve,1998
3380,80,dangerous,busta rhymes,1998
3381,81,spice up your life,spice girls,1998
3382,82,because of you,98 degrees,1998
3383,83,the mummers dance,loreena mckennitt,1998
3384,84,all cried out,allure featuring 112,1998
3385,85,still not a player,big pun featuring joe,1998
3386,86,the one i gave my heart to,aaliyah,1998
3387,87,foolish games  you were meant for me,jewel,1998
3388,88,love you down,inoj,1998
3389,89,do for love,2pac featuring eric williams,1998
3390,90,raise the roof,luke featuring no good but so good,1998
3391,91,heaven,nu flavor,1998
3392,92,the party continues,jermaine dupri featuring da brat and usher,1998
3393,93,sock it 2 me,missy elliott featuring da brat,1998
3394,94,butta love,next,1998
3395,95,a rose is still a rose,aretha franklin,1998
3396,96,4 seasons of loneliness,boyz ii men,1998
3397,97,father,ll cool j,1998
3398,98,thinkin bout it,gerald levert,1998
3399,99,nobodys supposed to be here,deborah cox,1998
3400,100,westside,tq,1998
3401,1,believe,cher,1999
3402,2,no scrubs,tlc,1999
3403,3,angel of mine,monica,1999
3404,4,heartbreak hotel,whitney houston featuring faith evans and kelly price,1999
3405,5,baby one more time,britney spears,1999
3406,6,kiss me,sixpence none the richer,1999
3407,7,genie in a bottle,christina aguilera,1999
3408,8,every morning,sugar ray,1999
3409,9,nobodys supposed to be here,deborah cox,1999
3410,10,livin la vida loca,ricky martin,1999
3411,11,where my girls at,702,1999
3412,12,if you had my love,jennifer lopez,1999
3413,13,slide,goo goo dolls,1999
3414,14,have you ever,brandy,1999
3415,15,i want it that way,backstreet boys,1999
3416,16,im your angel,r kelly and celine dion,1999
3417,17,all star,smash mouth,1999
3418,18,angel,sarah mclachlan,1999
3419,19,smooth,santana featuring rob thomas,1999
3420,20,unpretty,tlc,1999
3421,21,bills bills bills,destinys child,1999
3422,22,save tonight,eagleeye cherry,1999
3423,23,last kiss,pearl jam,1999
3424,24,fortunate,maxwell,1999
3425,25,all i have to give,backstreet boys,1999
3426,26,bailamos,enrique iglesias,1999
3427,27,whats it gonna be,busta rhymes featuring janet,1999
3428,28,what its like,everlast,1999
3429,29,fly away,lenny kravitz,1999
3430,30,someday,sugar ray,1999
3431,31,lately,divine,1999
3432,32,that dont impress me much,shania twain,1999
3433,33,wild wild west,will smith featuring dru hill and kool moe dee,1999
3434,34,scar tissue,red hot chili peppers,1999
3435,35,heartbreaker,mariah carey featuring jayz,1999
3436,36,i still believe,mariah carey,1999
3437,37,the hardest thing,98 degrees,1999
3438,38,summer girls,lfo,1999
3439,39,can i get a,jayz featuring amil and ja rule,1999
3440,40,jumper,third eye blind,1999
3441,41,doo wop that thing,lauryn hill,1999
3442,42,mambo no 5,lou bega,1999
3443,43,sweet lady,tyrese,1999
3444,44,its not right but its okay,whitney houston,1999
3445,45,god must have spent a little more time on you,n sync,1999
3446,46,lullaby,shawn mullins,1999
3447,47,anywhere,112 featuring lil zane,1999
3448,48,tell me its real,kci  jojo,1999
3449,49,back 2 good,matchbox 20,1999
3450,50,808,blaque,1999
3451,51,shes so high,tal bachman,1999
3452,52,shes all i ever had,ricky martin,1999
3453,53,miami,will smith,1999
3454,54,hands,jewel,1999
3455,55,who dat,jt money featuring sole,1999
3456,56,please remember me,tim mcgraw,1999
3457,57,from this moment on,shania twain,1999
3458,58,love like this,faith evans,1999
3459,59,you,jesse powell,1999
3460,60,trippin,total featuring missy elliott,1999
3461,61,if you,silk,1999
3462,62,exfactor,lauryn hill,1999
3463,63,give it to you,jordan knight,1999
3464,64,black balloon,goo goo dolls,1999
3465,65,spend my life with you,eric benet featuring tamia,1999
3466,66,these are the times,dru hill,1999
3467,67,i dont want to miss a thing,mark chesnutt,1999
3468,68,i do cherish you,98 degrees,1999
3469,69,because of you,98 degrees,1999
3470,70,one,creed,1999
3471,71,chantes got a man,chante moore,1999
3472,72,happily ever after,case,1999
3473,73,my love is your love,whitney houston,1999
3474,74,all night long,faith evans featuring puff daddy,1999
3475,75,back that azz up,juvenile featuring mannie fresh and lil wayne,1999
3476,76,almost doesnt count,brandy,1999
3477,77,man i feel like a woman,shania twain,1999
3478,78,steal my sunshine,len,1999
3479,79,i need to know,marc anthony,1999
3480,80,so anxious,ginuwine,1999
3481,81,faded pictures,case featuring joe,1999
3482,82,back at one,brian mcknight,1999
3483,83,when a womans fed up,r kelly,1999
3484,84,how forever feels,kenny chesney,1999
3485,85,amazed,lonestar,1999
3486,86,sometimes,britney spears,1999
3487,87,ghetto cowboy,mo thugs,1999
3488,88,out of my head,fastball,1999
3489,89,hard knock life ghetto anthem,jayz,1999
3490,90,jamboree,naughty by nature featuring zhane,1999
3491,91,take me there,blackstreet featuring m'ya mase and blinky blink,1999
3492,92,stay the same,joey mcintyre,1999
3493,93,a lesson in leavin,jo dee messina,1999
3494,94,iris,goo goo dolls,1999
3495,95,satisfy you,puff daddy featuring r kelly,1999
3496,96,better days and the bottom drops out,citizen king,1999
3497,97,music of my heart,n sync and gloria estefan,1999
3498,98,write this down,george strait,1999
3499,99,when you believe,whitney houston and mariah carey,1999
3500,100,god must have spent a little more time on you,alabama and n sync,1999
